OrderID,Date,Country,City,Latitude,Longtitude,ProductCategoryName,ProductID,Product,Quantity,Discount,Price,Status
order-f6113e14-afe3-4292-b269-d01da4dc6569,2019/12/21,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,3,2.33,35.9,COMPLETED
order-6400590e-593b-447a-9287-f4faf6e4e5dc,2019/12/25,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,2.43,102.95,COMPLETED
order-ad5c650b-3783-436f-9408-fa124636a1b3,2019/12/3,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,7,2.03,35.9,COMPLETED
order-2473f993-1bf0-4fee-83ed-ec51db1d4ca9,2020/1/1,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,1,0.25,39.95,COMPLETED
order-094575d4-f867-4554-874d-d85da8f83110,2020/1/9,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,10,4.1,46.93,COMPLETED
order-a7430128-3031-45b1-9b05-bd4cc6114400,2020/1/10,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,4,1.11,78.56,COMPLETED
order-2f825b69-ce1b-44f5-8985-c76780da1aa2,2020/1/16,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,7,2.41,41.45,COMPLETED
order-d512f817-1356-4076-ab75-1000f8562969,2020/1/6,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,5,1.27,45.61,COMPLETED
order-5d4f7bd9-b6c8-42e6-b345-31da3db5bdc5,2020/1/1,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,0.6,102.95,COMPLETED
order-f014bc61-6f4f-4611-9cad-d5bf18535411,2020/1/22,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,5,5.06,58.95,COMPLETED
order-5f09e1ba-a5dd-4e67-8a85-d47bfc7aff24,2020/2/11,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,5,2.5,41.45,COMPLETED
order-73e16326-e798-437f-8206-8b52d09c7010,2020/2/22,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,3,1.35,36.46,COMPLETED
order-bac258f0-69de-4d85-89ed-fbdf8481195d,2020/2/22,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,6,1.26,40,COMPLETED
order-50f62514-5998-4161-af0d-52a88e70a54b,2020/2/16,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,8,4.08,45.95,COMPLETED
order-9a7cd79a-8e46-424a-8799-fce51187e8b6,2020/2/1,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,3,0.61,45.95,COMPLETED
order-c7c5c160-a5c7-4840-b726-2dc49a91a112,2020/2/24,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,9,3.97,78.56,COMPLETED
order-12b6f7c4-8fc1-43fe-856a-4e24c2ce7fb1,2020/2/7,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,6,1.99,39.95,COMPLETED
order-86dff8eb-bf6e-488a-b744-575aee60c193,2020/2/16,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,3,0.45,45.61,COMPLETED
order-4170479a-3d34-42db-8719-6d63218a4a5e,2020/2/9,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,0.61,102.95,COMPLETED
order-81118663-577a-43df-a2ad-ac918ec1cce8,2020/3/27,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,3,1.46,35.9,COMPLETED
order-dd0d88ea-b64a-4644-b4fc-4f6c11b1bca3,2020/3/15,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,2,3.99,45.61,COMPLETED
order-9a4d85d0-890b-44b4-9be8-9211bfca58d6,2020/3/24,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,10,3.67,39.95,COMPLETED
order-5aa4d835-e959-4a51-9094-537237c50fe7,2020/3/16,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,4,2.51,40,COMPLETED
order-893c2071-d3f8-4bfb-9577-d49b21c8e1db,2020/3/21,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,6,2.63,58.95,COMPLETED
order-4d44e063-d8f4-403b-bea1-bc4ea8f5b775,2020/3/5,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,6,0.29,58.95,COMPLETED
order-2c0ecbb8-b684-4907-a507-a2fe3a4e84d0,2020/3/19,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,2,1.39,45.61,COMPLETED
order-25f39187-b479-4af6-974b-74750591c383,2020/3/22,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,7,2.35,58.95,COMPLETED
order-591f7f17-d4ca-4c34-a05e-f30a07999e93,2020/3/4,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,2,3.28,36.46,COMPLETED
order-0e1ea5ff-1929-4811-bd68-e4cfac72dda2,2020/3/1,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,3,3.1,45.95,COMPLETED
order-da8b6233-ab29-4ba8-b401-c7f7e68c10f9,2020/3/27,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,3,7.57,102.95,COMPLETED
order-8a7b0e68-c4a5-4255-97dc-f19d6ef94ea3,2020/4/18,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,4,3.87,45.95,COMPLETED
order-df6421f9-6412-4c86-a896-65d3024a17f9,2020/4/13,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,2,0.8,41.45,COMPLETED
order-cf5c17b7-7208-4637-b454-e6ced124c054,2020/4/10,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,5,2.78,39.95,COMPLETED
order-8ab1294b-df51-4a7b-bc47-4d224ae00b4b,2020/4/8,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,1,3.75,45.95,COMPLETED
order-f3a196b1-9854-4f32-afa9-0364d02a28f7,2020/4/9,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,7,1.53,78.56,COMPLETED
order-c4865cc3-dc73-495a-bedd-67da8c8c3712,2020/4/4,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,4,1.2,36.46,COMPLETED
order-72e9b110-4867-4d6c-a5b8-b57ff0c3ac40,2020/4/18,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,9,3.66,45.61,COMPLETED
order-5f63fa50-70c7-4f2b-b1b6-effcf33ddeba,2020/4/10,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,4,3.23,36.46,COMPLETED
order-c949c604-26b5-4273-b1f4-10c3629d3875,2020/4/10,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,10,1.79,41.45,COMPLETED
order-bd5cff32-d1f6-4694-9991-d02e7da116bf,2020/4/26,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,1,3.78,41.45,COMPLETED
order-0800d4bf-774d-4dd1-a440-464d21868670,2020/4/21,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,1,4,80.95,COMPLETED
order-58492fa8-0cb4-4113-8292-ba61a0be83c9,2020/4/20,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,6,1.27,35.9,COMPLETED
order-81f4696f-6139-480f-8881-c4efd314f824,2020/4/13,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,3,2.49,36.46,COMPLETED
order-ed73ec8b-3cc0-428a-ae8e-b95d16d6e678,2020/5/18,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,4,4,45.95,COMPLETED
order-dbca047a-71ca-42d9-afd7-50c5d84985ad,2020/5/27,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,3,1.99,80.95,COMPLETED
order-57a065ac-dfde-435a-80a1-cd973e835f4a,2020/5/10,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,8,3.15,58.95,COMPLETED
order-9ddcdc85-49bf-4c3e-a2dd-3c6517581b4e,2020/5/12,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,9,7.51,78.56,COMPLETED
order-2f92514d-250a-4db8-937e-d34de52cc561,2020/5/1,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,7,0.91,80.95,COMPLETED
order-b505ceb8-8900-4b98-ab4e-8d67dd3081b0,2020/5/2,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,8,2.95,80.95,COMPLETED
order-e31cc2fa-31c1-4cd8-a78b-53e9a5da78b2,2020/5/15,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,6,3.06,40,COMPLETED
order-b5fec4ab-a07b-4033-a512-d0d482dad35a,2020/5/4,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,2,1.69,45.95,COMPLETED
order-614fc969-dd19-4eec-a4c4-2327e4a8cf28,2020/5/11,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,9,1.66,45.95,COMPLETED
order-c7df4010-ba47-495b-848f-89e4b4503c2e,2020/5/19,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,3,1.51,46.93,COMPLETED
order-cec3f5ba-d377-40c6-af2f-52453ff7fa1b,2020/5/12,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,4,1.04,39.95,COMPLETED
order-33677257-805a-4b99-b41d-a32517d2ac26,2020/5/25,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,2.41,102.95,COMPLETED
order-e59d2fb3-af3d-41cb-b597-3b81a8f0e358,2020/5/27,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,2,4.28,46.93,COMPLETED
order-c82378e2-4c08-4b5d-8941-8688283dec09,2020/5/10,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,1,1.51,78.56,COMPLETED
order-c344325e-9078-4da4-92d7-db19e6d2bfe5,2020/5/10,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,3,2.06,41.45,COMPLETED
order-1e69c030-347e-4b10-b5e0-2652fff414e8,2020/6/9,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,1,0.91,39.95,COMPLETED
order-fd7dc8f1-6edd-4987-b42b-c8d94df9706e,2020/6/13,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,7,7.58,102.95,COMPLETED
order-5e379f8a-e4cb-4867-9f9f-1b4ca3fda809,2020/6/10,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,9,3.15,35.9,COMPLETED
order-e1e71ced-4846-41fe-b540-b39fbb9788dd,2020/6/18,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,1,2.03,46.93,COMPLETED
order-4db40eb0-1184-4a84-92e0-a5c7a9ad23f7,2020/6/17,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,3,1,40,COMPLETED
order-2160aea1-4897-40b5-8dc7-40e5c5a1b2d7,2020/6/16,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,1,1.36,45.95,COMPLETED
order-9872017a-e638-4008-a17c-4181d4a537b8,2020/6/18,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,6,2.98,40,COMPLETED
order-4a294332-a6d2-43c6-a3b8-a8f47ba5aa00,2020/6/26,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,4,0.32,36.46,COMPLETED
order-86bf4256-6e26-4e15-946b-0d8b63c3430a,2020/6/4,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,8,2.64,41.45,COMPLETED
order-d65d250a-67f7-4faa-bc7f-55d3921f0d77,2020/6/27,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,8,0.92,80.95,COMPLETED
order-8eb0cc61-6f35-4d65-a7a2-091d5075368f,2020/6/24,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,6,2.64,78.56,COMPLETED
order-bb36e178-06d9-41bc-b348-4fc91d3a56df,2020/6/3,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,10,0.05,41.45,COMPLETED
order-9b8acd8b-6458-45d0-baab-329fc5ca7219,2020/6/13,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,5,2.32,45.95,COMPLETED
order-6f292365-1b8b-4ed0-a009-3f7baefeb6bc,2020/6/20,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,1.92,41.45,COMPLETED
order-974631ac-3c0e-4a0e-b9da-94b8e25e35c3,2020/6/15,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,5,2.94,41.45,COMPLETED
order-071ac931-41ad-44e6-83da-f3e3c896eb46,2020/6/27,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,5,3.12,40,COMPLETED
order-435be087-dbb6-4732-a66b-55a0b2571d74,2020/6/21,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,7,3.28,46.93,COMPLETED
order-74d93241-d9ce-4027-b463-9473ad8e13b1,2020/6/12,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,10,2.19,41.45,COMPLETED
order-e24f0974-e616-4226-ba22-6d4807abbc8a,2020/6/9,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,2,3.67,41.45,COMPLETED
order-d2fde059-3df9-41b2-83a2-0221f19e2a24,2020/7/28,Belgium,Brussels,50.850346,4.351721,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,1,3.8,80.95,COMPLETED
order-fc87348d-76a5-4dae-a131-9333d6e349bf,2020/7/28,Belgium,Brussels,50.850346,4.351721,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,9,2.47,78.56,COMPLETED
order-95f44be6-9e06-4ab4-8a3c-3563dd2379ed,2020/7/14,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,10,2.53,46.93,COMPLETED
order-1640f645-96fb-4b43-b49f-a71021bb3d04,2020/7/5,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,4,1.94,35.9,COMPLETED
order-315e7bd3-577f-4cd3-ae50-059f9140584d,2020/7/17,Belgium,Brussels,50.850346,4.351721,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,1,0.55,36.46,COMPLETED
order-d0031a6d-d3a1-4d3b-a32c-eb4d243e8de6,2020/7/22,Belgium,Brussels,50.850346,4.351721,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,10,0.69,40,COMPLETED
order-e68ecc9c-26f1-4ac9-8940-c4d014e122b6,2020/7/19,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,1,3.46,35.9,COMPLETED
order-9a0a8604-237f-4b0e-8755-701513b00d86,2020/7/24,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,2,4.48,102.95,COMPLETED
order-7cf81236-933a-4ad5-9711-bdb0887e6919,2020/7/22,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,2,1.15,45.95,COMPLETED
order-dd31c0e4-586f-4821-8473-44ebc8172287,2020/7/10,Belgium,Brussels,50.850346,4.351721,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,8,1.82,45.95,COMPLETED
order-382988f3-4a5e-453f-b150-da77946018b6,2020/7/10,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,4,0.31,39.95,COMPLETED
order-1e33edf4-f81f-4fa6-976a-59e99fe7aea1,2020/7/14,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,8,2.25,41.45,COMPLETED
order-7e9d2618-20cc-4e71-8914-42b26d36d092,2020/7/19,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,5,8.07,102.95,COMPLETED
order-9f0dcd1f-ef4d-47fe-a5e5-0f206db17244,2020/7/18,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,3,3.05,35.9,COMPLETED
order-32e204ce-35c8-42db-a316-f9ab1f8cd9bc,2020/7/21,Belgium,Brussels,50.850346,4.351721,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,5,0.6,39.95,COMPLETED
order-15b7cd43-a3b0-49e3-81dd-73835b6e1f15,2020/7/22,Belgium,Brussels,50.850346,4.351721,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,6,2.68,45.61,COMPLETED
order-ced17d6e-f6f8-4bb6-8370-2fd61cc10e1e,2020/7/22,Belgium,Brussels,50.850346,4.351721,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,9,2.21,46.93,COMPLETED
order-3c18c650-b023-4b3e-bc03-e6ae455329ff,2020/7/5,Belgium,Brussels,50.850346,4.351721,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,10,5.41,58.95,COMPLETED
order-f696bafe-acd9-4985-a4ad-05da86cc8268,2020/7/14,Belgium,Brussels,50.850346,4.351721,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,1.84,41.45,COMPLETED
order-0c910d82-64b3-46d3-b187-0d4be6e2ad0d,2020/7/11,Belgium,Brussels,50.850346,4.351721,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,4.96,102.95,COMPLETED
order-e11b660a-7e93-418b-ba76-a35360ebd144,2020/7/26,Belgium,Brussels,50.850346,4.351721,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,5,2.12,35.9,COMPLETED
